Epoch [1/60],  U_d: -0.0276,  U_a: -1.0097,  test accuracy: 0.6694,  forget accuracy: 0.9910,  retain accuracy: 0.9958,  att accuracy: 0.4951,  MIA accuracy: 0.6997,  MIA auc: 0.7484,  MIA recall: 0.9200, 
Epoch [2/60],  U_d: -0.6215,  U_a: -0.9908,  test accuracy: 0.5778,  forget accuracy: 0.8096,  retain accuracy: 0.8837,  att accuracy: 0.5045,  MIA accuracy: 0.6069,  MIA auc: 0.6393,  MIA recall: 0.7196, 
Epoch [3/60],  U_d: -0.2730,  U_a: -0.9976,  test accuracy: 0.5954,  forget accuracy: 0.7958,  retain accuracy: 0.9012,  att accuracy: 0.5011,  MIA accuracy: 0.5786,  MIA auc: 0.6144,  MIA recall: 0.6716, 
Epoch [4/60],  U_d: -0.3479,  U_a: -1.0014,  test accuracy: 0.5970,  forget accuracy: 0.7818,  retain accuracy: 0.9112,  att accuracy: 0.4992,  MIA accuracy: 0.5811,  MIA auc: 0.6150,  MIA recall: 0.6846, 
Epoch [5/60],  U_d: -0.4062,  U_a: -1.0038,  test accuracy: 0.6072,  forget accuracy: 0.7940,  retain accuracy: 0.9380,  att accuracy: 0.4980,  MIA accuracy: 0.5759,  MIA auc: 0.6051,  MIA recall: 0.6914, 
Epoch [6/60],  U_d: -0.1631,  U_a: -1.0000,  test accuracy: 0.6228,  forget accuracy: 0.8166,  retain accuracy: 0.9592,  att accuracy: 0.4999,  MIA accuracy: 0.5790,  MIA auc: 0.6043,  MIA recall: 0.7044, 
Epoch [7/60],  U_d: -0.2109,  U_a: -1.0008,  test accuracy: 0.6214,  forget accuracy: 0.8062,  retain accuracy: 0.9600,  att accuracy: 0.4995,  MIA accuracy: 0.5709,  MIA auc: 0.6020,  MIA recall: 0.6996, 
Epoch [8/60],  U_d: -0.0607,  U_a: -1.0066,  test accuracy: 0.6206,  forget accuracy: 0.8064,  retain accuracy: 0.9694,  att accuracy: 0.4966,  MIA accuracy: 0.5731,  MIA auc: 0.6058,  MIA recall: 0.6900, 
Epoch [9/60],  U_d: -0.0988,  U_a: -0.9956,  test accuracy: 0.6088,  forget accuracy: 0.7954,  retain accuracy: 0.9649,  att accuracy: 0.5021,  MIA accuracy: 0.5724,  MIA auc: 0.6052,  MIA recall: 0.6934, 
Epoch [10/60],  U_d: -0.0628,  U_a: -0.9920,  test accuracy: 0.6002,  forget accuracy: 0.7706,  retain accuracy: 0.9490,  att accuracy: 0.5039,  MIA accuracy: 0.5727,  MIA auc: 0.5993,  MIA recall: 0.6772, 
Epoch [11/60],  U_d: -0.0248,  U_a: -1.0190,  test accuracy: 0.6064,  forget accuracy: 0.7820,  retain accuracy: 0.9592,  att accuracy: 0.4904,  MIA accuracy: 0.5699,  MIA auc: 0.5949,  MIA recall: 0.6708, 
Epoch [12/60],  U_d: -0.0275,  U_a: -1.0034,  test accuracy: 0.6060,  forget accuracy: 0.7672,  retain accuracy: 0.9572,  att accuracy: 0.4982,  MIA accuracy: 0.5577,  MIA auc: 0.5794,  MIA recall: 0.6626, 
Epoch [13/60],  U_d: -0.0212,  U_a: -0.9998,  test accuracy: 0.6024,  forget accuracy: 0.7574,  retain accuracy: 0.9499,  att accuracy: 0.5000,  MIA accuracy: 0.5605,  MIA auc: 0.5818,  MIA recall: 0.6684, 
Epoch [14/60],  U_d: -0.1528,  U_a: -0.9986,  test accuracy: 0.5852,  forget accuracy: 0.7338,  retain accuracy: 0.9287,  att accuracy: 0.5006,  MIA accuracy: 0.5592,  MIA auc: 0.5772,  MIA recall: 0.6496, 
Epoch [15/60],  U_d: -0.0423,  U_a: -1.0050,  test accuracy: 0.5972,  forget accuracy: 0.7446,  retain accuracy: 0.9456,  att accuracy: 0.4974,  MIA accuracy: 0.5557,  MIA auc: 0.5735,  MIA recall: 0.6488, 
Epoch [16/60],  U_d: -0.1423,  U_a: -1.0042,  test accuracy: 0.5754,  forget accuracy: 0.7032,  retain accuracy: 0.9159,  att accuracy: 0.4978,  MIA accuracy: 0.5448,  MIA auc: 0.5636,  MIA recall: 0.6286, 
Epoch [17/60],  U_d: -0.1381,  U_a: -1.0032,  test accuracy: 0.5710,  forget accuracy: 0.6870,  retain accuracy: 0.9160,  att accuracy: 0.4983,  MIA accuracy: 0.5471,  MIA auc: 0.5640,  MIA recall: 0.6252, 
Epoch [18/60],  U_d: -0.0821,  U_a: -0.9834,  test accuracy: 0.5796,  forget accuracy: 0.6880,  retain accuracy: 0.9215,  att accuracy: 0.5082,  MIA accuracy: 0.5477,  MIA auc: 0.5671,  MIA recall: 0.6218, 
Epoch [19/60],  U_d: -0.0430,  U_a: -1.0078,  test accuracy: 0.5920,  forget accuracy: 0.7038,  retain accuracy: 0.9363,  att accuracy: 0.4960,  MIA accuracy: 0.5448,  MIA auc: 0.5644,  MIA recall: 0.6062, 
Epoch [20/60],  U_d: -0.0835,  U_a: -1.0078,  test accuracy: 0.5702,  forget accuracy: 0.6748,  retain accuracy: 0.9123,  att accuracy: 0.4960,  MIA accuracy: 0.5368,  MIA auc: 0.5561,  MIA recall: 0.5876, 
Epoch [21/60],  U_d: -0.0526,  U_a: -0.9930,  test accuracy: 0.5890,  forget accuracy: 0.6868,  retain accuracy: 0.9335,  att accuracy: 0.5034,  MIA accuracy: 0.5481,  MIA auc: 0.5661,  MIA recall: 0.6124, 
Epoch [22/60],  U_d: -0.0582,  U_a: -0.9980,  test accuracy: 0.5778,  forget accuracy: 0.6872,  retain accuracy: 0.9335,  att accuracy: 0.5009,  MIA accuracy: 0.5448,  MIA auc: 0.5636,  MIA recall: 0.6056, 
