Epoch [1/30],  U_d: -0.0282,  U_a: -0.9959,  test accuracy: 0.6828,  forget accuracy: 0.9946,  retain accuracy: 0.9971,  att accuracy: 0.5020,  MIA accuracy: 0.6978,  MIA auc: 0.7562,  MIA recall: 0.9328, 
Epoch [2/30],  U_d: -0.4552,  U_a: -0.9944,  test accuracy: 0.5610,  forget accuracy: 0.7654,  retain accuracy: 0.8387,  att accuracy: 0.5027,  MIA accuracy: 0.5838,  MIA auc: 0.6187,  MIA recall: 0.6584, 
Epoch [3/30],  U_d: -0.3384,  U_a: -1.0162,  test accuracy: 0.5676,  forget accuracy: 0.7672,  retain accuracy: 0.8661,  att accuracy: 0.4918,  MIA accuracy: 0.5769,  MIA auc: 0.6070,  MIA recall: 0.6422, 
Epoch [4/30],  U_d: -0.3225,  U_a: -0.9998,  test accuracy: 0.6038,  forget accuracy: 0.7864,  retain accuracy: 0.9155,  att accuracy: 0.5000,  MIA accuracy: 0.5775,  MIA auc: 0.6075,  MIA recall: 0.6766, 
Epoch [5/30],  U_d: -0.1414,  U_a: -1.0046,  test accuracy: 0.6150,  forget accuracy: 0.8190,  retain accuracy: 0.9468,  att accuracy: 0.4976,  MIA accuracy: 0.5830,  MIA auc: 0.6175,  MIA recall: 0.7086, 
Epoch [6/30],  U_d: -0.0914,  U_a: -0.9922,  test accuracy: 0.6318,  forget accuracy: 0.8264,  retain accuracy: 0.9614,  att accuracy: 0.5038,  MIA accuracy: 0.5963,  MIA auc: 0.6241,  MIA recall: 0.7374, 
Epoch [7/30],  U_d: -0.1437,  U_a: -0.9996,  test accuracy: 0.6166,  forget accuracy: 0.8026,  retain accuracy: 0.9565,  att accuracy: 0.5001,  MIA accuracy: 0.5735,  MIA auc: 0.5999,  MIA recall: 0.7110, 
Epoch [8/30],  U_d: -0.0398,  U_a: -1.0030,  test accuracy: 0.6194,  forget accuracy: 0.7854,  retain accuracy: 0.9515,  att accuracy: 0.4984,  MIA accuracy: 0.5692,  MIA auc: 0.5947,  MIA recall: 0.6854, 
Epoch [9/30],  U_d: -0.0423,  U_a: -1.0020,  test accuracy: 0.6232,  forget accuracy: 0.7886,  retain accuracy: 0.9572,  att accuracy: 0.4989,  MIA accuracy: 0.5754,  MIA auc: 0.6045,  MIA recall: 0.6924, 
Epoch [10/30],  U_d: -0.0584,  U_a: -0.9898,  test accuracy: 0.6046,  forget accuracy: 0.7592,  retain accuracy: 0.9432,  att accuracy: 0.5050,  MIA accuracy: 0.5721,  MIA auc: 0.6007,  MIA recall: 0.6806, 
Epoch [11/30],  U_d: -0.1354,  U_a: -0.9988,  test accuracy: 0.6162,  forget accuracy: 0.7734,  retain accuracy: 0.9525,  att accuracy: 0.5005,  MIA accuracy: 0.5806,  MIA auc: 0.5993,  MIA recall: 0.6994, 
Epoch [12/30],  U_d: -0.1077,  U_a: -0.9986,  test accuracy: 0.6044,  forget accuracy: 0.7466,  retain accuracy: 0.9314,  att accuracy: 0.5006,  MIA accuracy: 0.5716,  MIA auc: 0.5962,  MIA recall: 0.6756, 
Epoch [13/30],  U_d: -0.0538,  U_a: -0.9908,  test accuracy: 0.6108,  forget accuracy: 0.7470,  retain accuracy: 0.9457,  att accuracy: 0.5045,  MIA accuracy: 0.5674,  MIA auc: 0.5969,  MIA recall: 0.6568, 
Epoch [14/30],  U_d: -0.1752,  U_a: -1.0112,  test accuracy: 0.6072,  forget accuracy: 0.7342,  retain accuracy: 0.9353,  att accuracy: 0.4943,  MIA accuracy: 0.5659,  MIA auc: 0.5852,  MIA recall: 0.6598, 
Epoch [15/30],  U_d: -0.0602,  U_a: -1.0004,  test accuracy: 0.6036,  forget accuracy: 0.7194,  retain accuracy: 0.9357,  att accuracy: 0.4997,  MIA accuracy: 0.5557,  MIA auc: 0.5773,  MIA recall: 0.6416, 
Epoch [16/30],  U_d: -0.0810,  U_a: -1.0010,  test accuracy: 0.5990,  forget accuracy: 0.7128,  retain accuracy: 0.9297,  att accuracy: 0.4994,  MIA accuracy: 0.5520,  MIA auc: 0.5737,  MIA recall: 0.6300, 
Epoch [17/30],  U_d: -0.0869,  U_a: -0.9974,  test accuracy: 0.5902,  forget accuracy: 0.7100,  retain accuracy: 0.9241,  att accuracy: 0.5012,  MIA accuracy: 0.5510,  MIA auc: 0.5776,  MIA recall: 0.6292, 
Epoch [18/30],  U_d: -0.1374,  U_a: -1.0024,  test accuracy: 0.6040,  forget accuracy: 0.7144,  retain accuracy: 0.9372,  att accuracy: 0.4987,  MIA accuracy: 0.5521,  MIA auc: 0.5740,  MIA recall: 0.6268, 
Epoch [19/30],  U_d: -0.0306,  U_a: -0.9864,  test accuracy: 0.5860,  forget accuracy: 0.6938,  retain accuracy: 0.9201,  att accuracy: 0.5067,  MIA accuracy: 0.5523,  MIA auc: 0.5762,  MIA recall: 0.6140, 
Epoch [20/30],  U_d: -0.0874,  U_a: -1.0158,  test accuracy: 0.5828,  forget accuracy: 0.6770,  retain accuracy: 0.9173,  att accuracy: 0.4920,  MIA accuracy: 0.5494,  MIA auc: 0.5687,  MIA recall: 0.6142, 
Epoch [21/30],  U_d: -0.0840,  U_a: -0.9886,  test accuracy: 0.5848,  forget accuracy: 0.6838,  retain accuracy: 0.9152,  att accuracy: 0.5056,  MIA accuracy: 0.5511,  MIA auc: 0.5777,  MIA recall: 0.6160, 
Epoch [22/30],  U_d: -0.0757,  U_a: -0.9936,  test accuracy: 0.5848,  forget accuracy: 0.6744,  retain accuracy: 0.9175,  att accuracy: 0.5031,  MIA accuracy: 0.5499,  MIA auc: 0.5717,  MIA recall: 0.6102, 
Epoch [23/30],  U_d: -0.0628,  U_a: -1.0078,  test accuracy: 0.5892,  forget accuracy: 0.6838,  retain accuracy: 0.9126,  att accuracy: 0.4960,  MIA accuracy: 0.5491,  MIA auc: 0.5707,  MIA recall: 0.5988, 
Epoch [24/30],  U_d: -0.0944,  U_a: -1.0040,  test accuracy: 0.5720,  forget accuracy: 0.6486,  retain accuracy: 0.9027,  att accuracy: 0.4979,  MIA accuracy: 0.5486,  MIA auc: 0.5615,  MIA recall: 0.5968, 
Epoch [25/30],  U_d: -0.0949,  U_a: -0.9944,  test accuracy: 0.5796,  forget accuracy: 0.6684,  retain accuracy: 0.9172,  att accuracy: 0.5027,  MIA accuracy: 0.5481,  MIA auc: 0.5607,  MIA recall: 0.5968, 
Epoch [26/30],  U_d: -0.0714,  U_a: -0.9958,  test accuracy: 0.5666,  forget accuracy: 0.6460,  retain accuracy: 0.9009,  att accuracy: 0.5020,  MIA accuracy: 0.5347,  MIA auc: 0.5487,  MIA recall: 0.5842, 
Epoch [27/30],  U_d: -0.0969,  U_a: -1.0028,  test accuracy: 0.5706,  forget accuracy: 0.6456,  retain accuracy: 0.9057,  att accuracy: 0.4985,  MIA accuracy: 0.5308,  MIA auc: 0.5486,  MIA recall: 0.5660, 
Epoch [28/30],  U_d: -0.2093,  U_a: -0.9898,  test accuracy: 0.5706,  forget accuracy: 0.6466,  retain accuracy: 0.9047,  att accuracy: 0.5050,  MIA accuracy: 0.5264,  MIA auc: 0.5396,  MIA recall: 0.5696, 
Epoch [29/30],  U_d: -0.0535,  U_a: -0.9928,  test accuracy: 0.5580,  forget accuracy: 0.6384,  retain accuracy: 0.8935,  att accuracy: 0.5035,  MIA accuracy: 0.5421,  MIA auc: 0.5555,  MIA recall: 0.5932, 
Epoch [30/30],  U_d: -0.0756,  U_a: -1.0074,  test accuracy: 0.5674,  forget accuracy: 0.6450,  retain accuracy: 0.9138,  att accuracy: 0.4962,  MIA accuracy: 0.5325,  MIA auc: 0.5457,  MIA recall: 0.5858, 
