Epoch [1/30],  U_d: -0.0660,  U_a: -1.0015,  test accuracy: 0.6786,  forget accuracy: 0.9950,  retain accuracy: 0.9967,  att accuracy: 0.4992,  MIA accuracy: 0.6979,  MIA auc: 0.7571,  MIA recall: 0.9394, 
Epoch [2/30],  U_d: -0.4985,  U_a: -1.0138,  test accuracy: 0.5782,  forget accuracy: 0.8004,  retain accuracy: 0.8783,  att accuracy: 0.4930,  MIA accuracy: 0.6026,  MIA auc: 0.6466,  MIA recall: 0.7150, 
Epoch [3/30],  U_d: -0.4309,  U_a: -1.0040,  test accuracy: 0.5738,  forget accuracy: 0.7456,  retain accuracy: 0.8568,  att accuracy: 0.4979,  MIA accuracy: 0.5859,  MIA auc: 0.6157,  MIA recall: 0.6454, 
Epoch [4/30],  U_d: -0.3920,  U_a: -0.9864,  test accuracy: 0.6006,  forget accuracy: 0.7832,  retain accuracy: 0.9154,  att accuracy: 0.5067,  MIA accuracy: 0.5747,  MIA auc: 0.6019,  MIA recall: 0.6848, 
Epoch [5/30],  U_d: -0.2355,  U_a: -1.0012,  test accuracy: 0.6196,  forget accuracy: 0.7992,  retain accuracy: 0.9408,  att accuracy: 0.4993,  MIA accuracy: 0.5752,  MIA auc: 0.6042,  MIA recall: 0.7036, 
Epoch [6/30],  U_d: -0.2824,  U_a: -1.0018,  test accuracy: 0.6148,  forget accuracy: 0.8138,  retain accuracy: 0.9530,  att accuracy: 0.4990,  MIA accuracy: 0.5833,  MIA auc: 0.6140,  MIA recall: 0.7224, 
Epoch [7/30],  U_d: -0.1791,  U_a: -0.9942,  test accuracy: 0.6278,  forget accuracy: 0.7976,  retain accuracy: 0.9544,  att accuracy: 0.5028,  MIA accuracy: 0.5715,  MIA auc: 0.6010,  MIA recall: 0.6936, 
Epoch [8/30],  U_d: -0.0189,  U_a: -0.9946,  test accuracy: 0.6282,  forget accuracy: 0.8070,  retain accuracy: 0.9658,  att accuracy: 0.5026,  MIA accuracy: 0.5789,  MIA auc: 0.6066,  MIA recall: 0.7024, 
Epoch [9/30],  U_d: -0.0255,  U_a: -1.0012,  test accuracy: 0.6214,  forget accuracy: 0.7976,  retain accuracy: 0.9617,  att accuracy: 0.4993,  MIA accuracy: 0.5764,  MIA auc: 0.6031,  MIA recall: 0.6882, 
Epoch [10/30],  U_d: -0.0350,  U_a: -0.9976,  test accuracy: 0.6210,  forget accuracy: 0.7904,  retain accuracy: 0.9614,  att accuracy: 0.5011,  MIA accuracy: 0.5670,  MIA auc: 0.5974,  MIA recall: 0.6880, 
Epoch [11/30],  U_d: -0.1087,  U_a: -0.9902,  test accuracy: 0.6196,  forget accuracy: 0.7794,  retain accuracy: 0.9589,  att accuracy: 0.5048,  MIA accuracy: 0.5663,  MIA auc: 0.5992,  MIA recall: 0.6700, 
Epoch [12/30],  U_d: -0.0859,  U_a: -0.9976,  test accuracy: 0.6096,  forget accuracy: 0.7604,  retain accuracy: 0.9382,  att accuracy: 0.5011,  MIA accuracy: 0.5690,  MIA auc: 0.5988,  MIA recall: 0.6658, 
Epoch [13/30],  U_d: -0.0345,  U_a: -1.0058,  test accuracy: 0.6104,  forget accuracy: 0.7504,  retain accuracy: 0.9400,  att accuracy: 0.4970,  MIA accuracy: 0.5661,  MIA auc: 0.5927,  MIA recall: 0.6574, 
Epoch [14/30],  U_d: -0.1724,  U_a: -0.9904,  test accuracy: 0.5966,  forget accuracy: 0.7346,  retain accuracy: 0.9279,  att accuracy: 0.5047,  MIA accuracy: 0.5547,  MIA auc: 0.5768,  MIA recall: 0.6410, 
Epoch [15/30],  U_d: -0.0975,  U_a: -0.9994,  test accuracy: 0.6048,  forget accuracy: 0.7464,  retain accuracy: 0.9464,  att accuracy: 0.5002,  MIA accuracy: 0.5620,  MIA auc: 0.5892,  MIA recall: 0.6684, 
Epoch [16/30],  U_d: -0.0685,  U_a: -0.9978,  test accuracy: 0.5918,  forget accuracy: 0.7140,  retain accuracy: 0.9233,  att accuracy: 0.5010,  MIA accuracy: 0.5640,  MIA auc: 0.5854,  MIA recall: 0.6376, 
Epoch [17/30],  U_d: -0.0769,  U_a: -1.0016,  test accuracy: 0.5972,  forget accuracy: 0.7278,  retain accuracy: 0.9346,  att accuracy: 0.4991,  MIA accuracy: 0.5502,  MIA auc: 0.5781,  MIA recall: 0.6380, 
Epoch [18/30],  U_d: -0.0287,  U_a: -0.9916,  test accuracy: 0.5900,  forget accuracy: 0.7002,  retain accuracy: 0.9242,  att accuracy: 0.5041,  MIA accuracy: 0.5423,  MIA auc: 0.5627,  MIA recall: 0.6242, 
Epoch [19/30],  U_d: -0.0866,  U_a: -1.0008,  test accuracy: 0.6002,  forget accuracy: 0.7234,  retain accuracy: 0.9465,  att accuracy: 0.4995,  MIA accuracy: 0.5466,  MIA auc: 0.5721,  MIA recall: 0.6252, 
Epoch [20/30],  U_d: -0.0288,  U_a: -0.9740,  test accuracy: 0.5958,  forget accuracy: 0.7062,  retain accuracy: 0.9335,  att accuracy: 0.5129,  MIA accuracy: 0.5469,  MIA auc: 0.5700,  MIA recall: 0.6178, 
